"timestamp","forecast_price","forecast_provider","forecast_model","market_profile_id","market_time_unit_minutes","site_load_mw","site_peak_limit_mw","scenario_note"
"2026-06-17 00:00:00","44","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 00:15:00","44","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 00:30:00","44","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 00:45:00","44","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 01:00:00","39","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.5","4.0","night_load"
"2026-06-17 01:15:00","39","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.5","4.0","night_load"
"2026-06-17 01:30:00","39","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.5","4.0","night_load"
"2026-06-17 01:45:00","39","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.5","4.0","night_load"
"2026-06-17 02:00:00","33","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.4","4.0","low_price_charge"
"2026-06-17 02:15:00","33","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.4","4.0","low_price_charge"
"2026-06-17 02:30:00","33","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.4","4.0","low_price_charge"
"2026-06-17 02:45:00","33","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.4","4.0","low_price_charge"
"2026-06-17 03:00:00","29","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.3","4.0","low_price_charge"
"2026-06-17 03:15:00","29","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.3","4.0","low_price_charge"
"2026-06-17 03:30:00","29","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.3","4.0","low_price_charge"
"2026-06-17 03:45:00","29","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.3","4.0","low_price_charge"
"2026-06-17 04:00:00","35","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","pre_shift"
"2026-06-17 04:15:00","35","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","pre_shift"
"2026-06-17 04:30:00","35","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","pre_shift"
"2026-06-17 04:45:00","35","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","pre_shift"
"2026-06-17 05:00:00","51","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.3","4.0","morning_start"
"2026-06-17 05:15:00","51","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.3","4.0","morning_start"
"2026-06-17 05:30:00","51","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.3","4.0","morning_start"
"2026-06-17 05:45:00","51","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.3","4.0","morning_start"
"2026-06-17 06:00:00","69","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.4","4.0","morning_ramp"
"2026-06-17 06:15:00","69","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.4","4.0","morning_ramp"
"2026-06-17 06:30:00","69","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.4","4.0","morning_ramp"
"2026-06-17 06:45:00","69","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.4","4.0","morning_ramp"
"2026-06-17 07:00:00","88","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 07:15:00","88","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 07:30:00","88","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 07:45:00","88","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 08:00:00","82","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 08:15:00","82","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 08:30:00","82","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 08:45:00","82","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 09:00:00","64","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.2","4.0","production_load"
"2026-06-17 09:15:00","64","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.2","4.0","production_load"
"2026-06-17 09:30:00","64","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.2","4.0","production_load"
"2026-06-17 09:45:00","64","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.2","4.0","production_load"
"2026-06-17 10:00:00","47","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.7","4.0","production_load"
"2026-06-17 10:15:00","47","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.7","4.0","production_load"
"2026-06-17 10:30:00","47","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.7","4.0","production_load"
"2026-06-17 10:45:00","47","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.7","4.0","production_load"
