"timestamp","forecast_price","forecast_provider","forecast_model","market_profile_id","market_time_unit_minutes","scenario_note"
"2026-06-17 00:00:00","42","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_base"
"2026-06-17 00:15:00","42","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_base"
"2026-06-17 00:30:00","42","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_base"
"2026-06-17 00:45:00","42","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_base"
"2026-06-17 01:00:00","36","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_low"
"2026-06-17 01:15:00","36","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_low"
"2026-06-17 01:30:00","36","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_low"
"2026-06-17 01:45:00","36","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_low"
"2026-06-17 02:00:00","28","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 02:15:00","28","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 02:30:00","28","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 02:45:00","28","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 03:00:00","24","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 03:15:00","24","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 03:30:00","24","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 03:45:00","24","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","overnight_charge"
"2026-06-17 04:00:00","31","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","early_recovery"
"2026-06-17 04:15:00","31","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","early_recovery"
"2026-06-17 04:30:00","31","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","early_recovery"
"2026-06-17 04:45:00","31","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","early_recovery"
"2026-06-17 05:00:00","48","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_ramp"
"2026-06-17 05:15:00","48","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_ramp"
"2026-06-17 05:30:00","48","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_ramp"
"2026-06-17 05:45:00","48","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_ramp"
"2026-06-17 06:00:00","67","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_peak"
"2026-06-17 06:15:00","67","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_peak"
"2026-06-17 06:30:00","67","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_peak"
"2026-06-17 06:45:00","67","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","morning_peak"
"2026-06-17 07:00:00","92","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 07:15:00","92","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 07:30:00","92","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 07:45:00","92","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 08:00:00","84","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 08:15:00","84","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 08:30:00","84","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
"2026-06-17 08:45:00","84","mock_grid_battery","merchant_spread_demo","de_lu_day_ahead","15","discharge_peak"
